
2800	1.815105E-5
2800.05	1.658461E-5
2800.1	1.721327E-5
2800.15	1.940893E-5
2800.2	1.766761E-5
2800.25	2.022704E-5
2800.3	1.682658E-5
2800.35	1.872765E-5
2800.4	2.216682E-5
2800.45	2.087421E-5
2800.5	1.526486E-5
2800.55	2.182467E-5
2800.6	2.410681E-5
2800.65	1.903734E-5
2800.7	1.887981E-5
2800.75	2.50774E-5
2800.8	1.968078E-5
2800.85	2.123094E-5
2800.9	2.486085E-5
2800.95	2.400672E-5
2801	2.88862E-5
2801.05	2.061284E-5
2801.1	2.07431E-5
2801.15	2.830623E-5
2801.2	2.142145E-5
2801.25	1.977817E-5
2801.3	2.348246E-5
2801.35	2.793469E-5
2801.4	2.303566E-5
2801.45	2.069049E-5
2801.5	1.650412E-5
2801.55	1.971064E-5
2801.6	2.047905E-5
2801.65	2.040274E-5
2801.7	1.962881E-5
2801.75	2.150327E-5
2801.8	2.261284E-5
2801.85	2.293705E-5
2801.9	1.95708E-5
2801.95	1.866591E-5
2802	1.759033E-5
2802.05	2.058507E-5
2802.1	2.378806E-5
2802.15	2.230134E-5
2802.2	2.044615E-5
2802.25	1.51798E-5
2802.3	1.604349E-5
2802.35	2.043506E-5
2802.4	1.467856E-5
2802.45	1.577424E-5
2802.5	2.309111E-5
2802.55	2.586911E-5
2802.6	2.535747E-5
2802.65	2.606116E-5
2802.7	2.770281E-5
2802.75	2.010034E-5
2802.8	1.831636E-5
2802.85	2.556159E-5
2802.9	2.718049E-5
2802.95	2.517262E-5
2803	2.28668E-5
2803.05	1.986585E-5
2803.1	1.879233E-5
2803.15	2.249194E-5
2803.2	2.033575E-5
2803.25	1.942504E-5
2803.3	1.914591E-5
2803.35	2.368892E-5
2803.4	2.569313E-5
2803.45	3.216717E-5
2803.5	2.157288E-5
2803.55	2.059815E-5
2803.6	2.321654E-5
2803.65	2.201518E-5
2803.7	1.97764E-5
2803.75	2.21913E-5
2803.8	2.537705E-5
2803.85	2.93326E-5
2803.9	2.642825E-5
2803.95	2.605616E-5
2804	1.547874E-5
2804.05	2.215211E-5
2804.1	2.838034E-5
2804.15	2.225994E-5
2804.2	2.009852E-5
2804.25	2.536204E-5
2804.3	2.355031E-5
2804.35	2.871442E-5
2804.4	3.406854E-5
2804.45	2.064834E-5
2804.5	2.335692E-5
2804.55	2.064582E-5
2804.6	1.962632E-5
2804.65	2.158262E-5
2804.7	1.585334E-5
2804.75	2.287605E-5
2804.8	2.645313E-5
2804.85	2.329639E-5
2804.9	1.863438E-5
2804.95	2.100252E-5
2805	2.804228E-5
2805.05	2.428079E-5
2805.1	2.296883E-5
2805.15	2.446489E-5
2805.2	2.905269E-5
2805.25	2.373022E-5
2805.3	1.914749E-5
2805.35	1.835535E-5
2805.4	1.732811E-5
2805.45	2.041629E-5
2805.5	2.069698E-5
2805.55	2.677867E-5
2805.6	2.759304E-5
2805.65	2.282251E-5
2805.7	1.830699E-5
2805.75	2.758847E-5
2805.8	3.038867E-5
2805.85	2.156623E-5
2805.9	2.451899E-5
2805.95	2.560373E-5
2806	1.990385E-5
2806.05	2.188512E-5
2806.1	2.58645E-5
2806.15	2.397848E-5
2806.2	1.930132E-5
2806.25	2.447569E-5
2806.3	2.251657E-5
2806.35	1.844299E-5
2806.4	2.621498E-5
2806.45	2.601205E-5
2806.5	2.726515E-5
2806.55	2.608436E-5
2806.6	2.187126E-5
2806.65	2.205381E-5
2806.7	2.364426E-5
2806.75	2.184719E-5
2806.8	2.057965E-5
2806.85	1.709042E-5
2806.9	1.998523E-5
2806.95	2.548914E-5
2807	2.297368E-5
2807.05	2.042384E-5
2807.1	2.399182E-5
2807.15	2.288889E-5
2807.2	2.413382E-5
2807.25	2.651613E-5
2807.3	2.653921E-5
2807.35	1.467536E-5
2807.4	2.022981E-5
2807.45	2.294542E-5
2807.5	2.528246E-5
2807.55	2.567264E-5
2807.6	2.923477E-5
2807.65	2.627119E-5
2807.7	2.386055E-5
2807.75	3.404276E-5
2807.8	3.445509E-5
2807.85	2.555784E-5
2807.9	2.301908E-5
2807.95	2.412216E-5
2808	2.214793E-5
2808.05	2.56211E-5
2808.1	1.99998E-5
2808.15	1.660915E-5
2808.2	2.690488E-5
2808.25	2.622094E-5
2808.3	2.358955E-5
2808.35	2.81024E-5
2808.4	4.334468E-5
2808.45	3.163927E-5
2808.5	2.183787E-5
2808.55	2.121111E-5
2808.6	2.173048E-5
2808.65	2.333793E-5
2808.7	2.522615E-5
2808.75	2.769322E-5
2808.8	2.688946E-5
2808.85	2.395007E-5
2808.9	2.510924E-5
2808.95	2.242676E-5
2809	1.941278E-5
2809.05	2.740856E-5
2809.1	2.549337E-5
2809.15	2.386255E-5
2809.2	1.882417E-5
2809.25	2.646586E-5
2809.3	2.7617E-5
2809.35	2.153269E-5
2809.4	2.461581E-5
2809.45	2.238504E-5
2809.5	2.235208E-5
2809.55	2.927744E-5
2809.6	1.95533E-5
2809.65	1.758496E-5
2809.7	1.921246E-5
2809.75	2.205245E-5
2809.8	2.48096E-5
2809.85	2.013045E-5
2809.9	1.752981E-5
2809.95	2.460071E-5
2810	2.407749E-5
2810.05	2.164166E-5
2810.1	2.088102E-5
2810.15	2.475825E-5
2810.2	2.375328E-5
2810.25	1.970313E-5
2810.3	2.001755E-5
2810.35	1.9958E-5
2810.4	2.19595E-5
2810.45	2.035718E-5
2810.5	2.526397E-5
2810.55	2.372057E-5
2810.6	2.054106E-5
2810.65	2.541196E-5
2810.7	1.915732E-5
2810.75	1.556386E-5
2810.8	2.516207E-5
2810.85	2.593653E-5
2810.9	2.139539E-5
2810.95	1.915898E-5
2811	2.589324E-5
2811.05	2.760908E-5
2811.1	2.610869E-5
2811.15	2.354121E-5
2811.2	2.536356E-5
2811.25	2.501806E-5
2811.3	2.909258E-5
2811.35	2.700532E-5
2811.4	2.589146E-5
2811.45	2.314459E-5
2811.5	2.557095E-5
2811.55	2.043666E-5
2811.6	2.283283E-5
2811.65	2.530732E-5
2811.7	2.193712E-5
2811.75	2.28E-5
2811.8	2.499753E-5
2811.85	2.394701E-5
2811.9	2.692856E-5
2811.95	3.327326E-5
2812	4.143097E-5
2812.05	3.706422E-5
2812.1	3.167901E-5
2812.15	4.859534E-5
2812.2	4.98722E-5
2812.25	0.000223
2812.3	0.000547
2812.35	0.000392
2812.4	8.53446E-5
2812.45	5.740628E-5
2812.5	4.227306E-5
2812.55	3.470771E-5
2812.6	3.672757E-5
2812.65	3.340128E-5
2812.7	2.695303E-5
2812.75	3.323754E-5
2812.8	2.566312E-5
2812.85	2.324065E-5
2812.9	3.076738E-5
2812.95	2.873768E-5
2813	1.706636E-5
2813.05	1.946992E-5
2813.1	1.981513E-5
2813.15	2.352517E-5
2813.2	2.115131E-5
2813.25	2.388015E-5
2813.3	2.366095E-5
